Worker,Time (seconds),Where do you live? (City and State/Country),Are you Male or Female?,What's your Age?,If I could live forever I would/would not?,Which closes fits what you think will happen when you die?,I think the following is most important for good health (choose one),How much do you think about your weight?,What do you do to help cope with stress most?,"If you spend the day being lazy, do you feel good or bad?","In general, do you feel life has been fair to you?",How many languages do you speak fluently?,Did you grow up with a pet?,My current relationship status:,Select where you usually get your information about the world from,Select how obedient or independent you think children should be,"If I could enhance my unborn child's DNA in only ONE way, I would improve their: (choose one)",How strict or lenient were your parents when you were growing up?,The following would make my life better (choose one),How much time do you spend alone each day?,How optimistic or pessimistic are you?,How many generations currently live in your household?,Who are you more similar to?,I would or would not say that one of the main goals in my life has been to make my parents proud,Where are you in the birth order of your siblings,My pet thinks of me as its _______________ (choose one),Rank how trustworthy you think people are,"In general, I do/do not feel that life has been fair to me",I think successful people more/less honest than the average person,Select where you feel safest,Do you know the names of your closest neighbors?,How safe or scary is your neighborhood?,"If there were a fire at my home, I would take the following item first",Would you kill another person if your life depended on it?,Who would you vote for president of the US?,I usually average X hours sleep each night,I usually wake up in the following way:,Pick how often you have lucid dreams,Pick how often you remember your dreams during the day,Pick what you mostly dream about,"If there were a pill that eliminated the need for sleep, I would/would not not take it",Have you slept-walked before?,Do you nap regularly?,Have you experienced love at first sight,Would you marry someone with whom you could never have children?,Do you think it is acceptable for a married person to have an affair?,Do you think love is necessary for marriage?,Do you kick your pet out of the room before having sex?,"If I could change ONE thing about my partner, it would be the following (pick one)",I was X years old when I got married
A1T8HLPPWU8Q5S,247,"Thalassery, Kerala, INDIA",Female,51+,Would,I will be reincarnated,Religion,Sometimes,Work,Good,I do,3,Yes,Married,Tablet,Very Obedient,Intelligence,Somewhat Strict,More Money,All my time,Somewhat pessimistic,3,Both about equally,Would,Youngest,Peer,Neither trustworthy or untrustworthy,Do,Less,Home,Yes,Somewhat scary,Photo album,Yes,Barack Obama,6-8 hours,With an Alarm clock,Often,Often,Flying,Would,Yes,No,Yes,Yes,Yes,Yes,Yes,Looks,21-30
A1VELKP1VMV6J3,391,Chennai,Male,21-25,Would,Nothing. Game over.,Exercise,Never,Music/Art,Bad,I do not,2,No,Married,Computer,Very Obedient,Lifespan,Very Lenient,Better health,Most of my time,Very pessimisitc,5+,Both about equally,Would,Youngest,I don't have a pet,Very untrustworthy,Do,The same,Home,Yes,Neither safe nor scary,Money,No,Barack Obama,6-8 hours,Naturally,Seldom,Often,Flying,Would not,Yes,No,Yes,Yes,Yes,Yes,I don't have a pet,Nothing,21-30
AHDMSYTEFNPYF,654,Kochi,Male,21-25,Would not,Nothing. Game over.,Environment,Sometimes,Music/Art,Good,I do,2,No,Single,Computer,Somewhat Obedient,Immunity,Exactly in the middle,Better health,Some of my time,Exactly in the middle,3,Both about equally,Would,Oldest,I don't have a pet,Somewhat trustworthy,Do,The same,Church/Temple/Mosque,Yes,Neither safe nor scary,Other,No,Barack Obama,More than 8 hours,Naturally,Seldom,Seldom,Other,Would not,No,No,Yes,No,No,Yes,I don't have a pet,Nothing,I'm not married
A27ZZCI4LRCBU7,500,Bangalore,Male,31-35,Would not,I will go to heaven or hell,Exercise,Constantly,Work,Bad,I do,2,No,Married,Computer,A little of both,Intelligence,Somewhat Strict,Better job,Most of my time,Exactly in the middle,2,Neither,Would,Middle,I don't have a pet,Neither trustworthy or untrustworthy,Do,Less,Work,Yes,Somewhat scary,Money,No,Mitt Romney,6-8 hours,With an Alarm clock,Seldom,Often,Being chased,Would,No,Yes,Yes,No,Yes,No,I don't have a pet,Nothing,21-30
A3PF99XZ9PP6G0,263,Tambaram,Male,21-25,Would not,I will be reincarnated,Exercise,Once in a while,Music/Art,Bad,I do,3,No,Single,Computer,Somewhat Independent,Immunity,Somewhat Strict,More Money,Some of my time,Somewhat optimistic,2,Dad,Would not,Youngest,I don't have a pet,Somewhat untrustworthy,Do,The same,Home,Yes,Somewhat safe,Electronics,No,Barack Obama,6-8 hours,Naturally,Never,Often,Being chased,Would not,No,No,No,Yes,No,Yes,I don't have a pet,Nothing,I'm not married
A3G6HGNOCLUA6Z,354,Chennai,Male,21-25,Would,Nothing. Game over.,Exercise,Once in a while,Work,Good,I do not,2,Yes,Single,Newspapers/Magazines,A little of both,Appearance,Somewhat Strict,Better job,All my time,Very pessimisitc,3,Both about equally,Would,Middle,Playmate,Very untrustworthy,Do,The same,Home,Yes,Somewhat safe,Jewelry,Yes,Mitt Romney,Less than 4 hours,From a Rooster,Often,Seldom,Flying,Would,Yes,Yes,No,No,No,Yes,I don't have a pet,Nothing,21-30
A1L2428J2HYVSS,216,KARUR AND TAMILNADU,Female,21-25,Would,I will be reincarnated,Exercise,Constantly,Music/Art,Bad,I do,2,Yes,Single,Computer,Very Obedient,Intelligence,Exactly in the middle,More Free time,Some of my time,Very pessimisitc,3,Mom,Would,Middle,Playmate,Somewhat untrustworthy,Do,Less,Church/Temple/Mosque,Yes,Very scary,Money,Yes,Barack Obama,6-8 hours,By a Family member,Seldom,Seldom,Falling,Would,Yes,No,Yes,Yes,Yes,Yes,Yes,Intelligence,21-30
A1G09PKCCIGXWS,1016,Sambalpur,Male,26-30,Would not,Nothing. Game over.,Environment,Constantly,Music/Art,Bad,I do,4,No,Living with boyfriend/girlfriend,Computer,A little of both,Intelligence,Very Lenient,Nothing - I'm all good,Some of my time,Very optimistic,3,Neither,Would,Middle,I don't have a pet,Very trustworthy,Do,More,Work,Yes,Very safe,Other,No,Barack Obama,More than 8 hours,By a Family member,Seldom,Seldom,Other,Would not,No,No,Yes,Yes,No,Yes,I don't have a pet,Nothing,I'm not married
AYYG6NXC6DD8R,671,Hyderabad,Male,36-40,Would not,I will go to heaven or hell,Exercise,Constantly,Music/Art,Bad,I do,3,Yes,Married,Computer,Somewhat Obedient,Intelligence,Exactly in the middle,Better health,Some of my time,Somewhat optimistic,3,Mom,Would,Youngest,Playmate,Somewhat trustworthy,Do,More,Home,Yes,Very safe,Money,No,Barack Obama,6-8 hours,With an Alarm clock,Often,Often,Flying,Would not,No,No,No,Yes,No,No,No,Intelligence,21-30
A1LVAHYYH7TGN2,530,Coimbatore,Male,21-25,Would,I will go to heaven or hell,Environment,Sometimes,Family/friends,Good,I do,2,Yes,Single,Computer,A little of both,Immunity,Exactly in the middle,Better job,Most of my time,Exactly in the middle,3,Both about equally,Would,Oldest,Mother or father,Neither trustworthy or untrustworthy,Do,Less,Home,Yes,Somewhat scary,Money,Yes,Barack Obama,More than 8 hours,By a Family member,Seldom,Often,Flying,Would,Yes,Yes,Yes,No,No,Yes,Yes,Personality,21-30
A130V7ERVRCTP4,233,Karur and Tamilnadu/India,Male,21-25,Would,I will be reincarnated,Proper diet,Sometimes,Exercise,Good,I do,2,No,Single,Computer,Somewhat Obedient,Intelligence,Exactly in the middle,Better health,Some of my time,Somewhat pessimistic,2,Mom,Would,Youngest,Playmate,Somewhat trustworthy,Do,More,Home,Yes,Somewhat scary,Photo album,Yes,Barack Obama,4-6 hours,From a Rooster,Seldom,Seldom,Being naked in public,Would,Yes,Yes,No,No,No,Yes,No,Intelligence,I'm not married
A92GLRKA7QZTY,636,Kochi,Male,31-35,Would,Nothing. Game over.,Environment,Sometimes,Family/friends,Bad,I do,3,Yes,Single,TV,Somewhat Independent,Immunity,Somewhat Strict,More Free time,Some of my time,Somewhat optimistic,2,Mom,Would,Youngest,Peer,Somewhat trustworthy,Do,More,Home,Yes,Very safe,Photo album,No,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Flying,Would not,No,Yes,Yes,Yes,No,Yes,Yes,Nothing,I'm not married
A2M49PSKMN002Q,399,Rohtak,Male,31-35,Would not,My spirit will return to some universal entity,Proper diet,Sometimes,Prayer,Bad,I do,2,No,Married,Computer,Somewhat Obedient,Intelligence,Exactly in the middle,Better job,Some of my time,Somewhat pessimistic,3,Dad,Would,Middle,Owner/master,Very untrustworthy,Do,More,Home,Yes,Somewhat scary,Money,No,Barack Obama,4-6 hours,Naturally,Never,Seldom,Other,Would not,No,No,No,Yes,No,No,I don't have a pet,Intelligence,31-40
AH4VEXX91NXDN,431,Bangalore and Karnataka/India,Male,31-35,Would,I will go to heaven or hell,Exercise,Sometimes,Work,Bad,I do,2,No,Married,Computer,Very Obedient,Intelligence,Somewhat Strict,Better job,Some of my time,Exactly in the middle,1,Mom,Would,Middle,I don't have a pet,Neither trustworthy or untrustworthy,Do,The same,Church/Temple/Mosque,Yes,Somewhat safe,Jewelry,No,Mitt Romney,6-8 hours,Naturally,Seldom,Seldom,Being chased,Would,No,No,No,No,No,No,I don't have a pet,Nothing,21-30
A3BRS9EK6DKKFO,831,Malappuram district,Male,51+,Would not,Nothing. Game over.,Proper diet,Sometimes,Work,Bad,I do,3,Yes,Married,Newspapers/Magazines,Somewhat Obedient,Intelligence,Somewhat Strict,Better health,Some of my time,Somewhat optimistic,3,Dad,Would,Oldest,Playmate,Somewhat trustworthy,Do,More,Home,Yes,Very safe,Jewelry,No,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Falling,Would not,No,No,Yes,No,Yes,Yes,Yes,Intelligence,31-40
A3JQJT926ICVSA,761,Thiruvananthapuram,Female,41-45,Would,Nothing. Game over.,Proper diet,Sometimes,Music/Art,Bad,I do,3,No,Married,TV,Very Obedient,Intelligence,Exactly in the middle,Better health,Not much of my time,Very optimistic,3,Dad,Would,Middle,I don't have a pet,Somewhat untrustworthy,Do,More,Home,Yes,Very safe,Money,Yes,Mitt Romney,6-8 hours,Naturally,Often,Often,Other,Would not,No,No,No,No,No,Yes,I don't have a pet,Nothing,21-30
APU93K6HHYEGT,675,"Tiruchirapalli, tamil nadu, india",Male,21-25,Would,I will go to heaven or hell,Religion,Never,Prayer,Bad,I do not,2,No,Single,Computer,A little of both,Intelligence,Exactly in the middle,Better health,Some of my time,Very optimistic,3,Both about equally,Would,Middle,I don't have a pet,Neither trustworthy or untrustworthy,Do not,Less,Church/Temple/Mosque,Yes,Neither safe nor scary,Other,No,Barack Obama,6-8 hours,With an Alarm clock,Often,Often,Other,Would not,No,No,No,No,No,No,I don't have a pet,Nothing,I'm not married
AZF5L5E93FGW0,511,Kottayam district,Male,31-35,Would,I will go to heaven or hell,Proper diet,Constantly,Family/friends,Bad,I do,3,No,Married,Computer,Somewhat Obedient,Intelligence,Somewhat Strict,More Money,Not much of my time,Somewhat optimistic,2,Mom,Would,Oldest,I don't have a pet,Somewhat untrustworthy,Do,More,Home,Yes,Very safe,Other,No,Barack Obama,6-8 hours,With an Alarm clock,Seldom,Seldom,Falling,Would not,No,Yes,Yes,No,No,Yes,I don't have a pet,Nothing,31-40
A5YNMUFWH5Z7K,1251,"Palakkad, India.",Male,26-30,Would,I will go to heaven or hell,Exercise,Sometimes,Prayer,Bad,I do,3,Yes,Married,Computer,A little of both,Immunity,Very Strict,Better health,Not much of my time,Very optimistic,2,Mom,Would,Middle,Playmate,Neither trustworthy or untrustworthy,Do,Less,Home,Yes,Somewhat safe,Electronics,No,Barack Obama,6-8 hours,By a Family member,Seldom,Never,Falling,Would not,No,No,Yes,No,No,Yes,No,Intelligence,21-30
AVUZ94D6CRR1F,881,India,Female,41-45,Would,I will go to heaven or hell,Proper diet,Constantly,Work,Bad,I do,2,No,Married,Newspapers/Magazines,Very Independent,Intelligence,Very Strict,Nothing - I'm all good,Not much of my time,Exactly in the middle,1,Mom,Would not,I don't have siblings,I don't have a pet,Somewhat trustworthy,Do not,Less,I don't feel completely safe anywhere,Yes,Neither safe nor scary,Other,No,Barack Obama,4-6 hours,With an Alarm clock,Never,Never,Being unprepared for something,Would not,No,Yes,No,No,No,Yes,I don't have a pet,Personality,21-30
A3515QDB2K8JB2,577,Kochi,Male,Under 20,Would not,I will be reincarnated,Exercise,Constantly,Music/Art,Bad,I do,3,No,Single,Computer,A little of both,Appearance,Exactly in the middle,Better Romance,Some of my time,Somewhat pessimistic,3,Dad,Would,Youngest,I don't have a pet,Somewhat trustworthy,Do,More,I don't feel completely safe anywhere,Yes,Very safe,Other,No,Mitt Romney,More than 8 hours,Naturally,Often,Seldom,Other,Would,No,No,No,No,No,Yes,I don't have a pet,Personality,I'm not married
A2GOLFNMUO318I,619,Kallur,Female,31-35,Would not,Nothing. Game over.,Genes,Once in a while,Family/friends,Bad,I do not,2,No,Married,Newspapers/Magazines,Very Obedient,Intelligence,Exactly in the middle,Better job,Not much of my time,Exactly in the middle,3,Mom,Would,Youngest,I don't have a pet,Somewhat trustworthy,Do not,The same,Work,Yes,Very safe,Other,No,Barack Obama,6-8 hours,With an Alarm clock,Seldom,Seldom,Other,Would not,No,No,No,No,No,Yes,I don't have a pet,Personality,21-30
A2NM0A0D00RV4M,396,Vellore,Male,21-25,Would,I will go to heaven or hell,Religion,Sometimes,Music/Art,Good,I do,4,No,Single,Computer,A little of both,Nothing,Exactly in the middle,Better job,Not much of my time,Exactly in the middle,3,Mom,Would,Youngest,Mother or father,Neither trustworthy or untrustworthy,Do not,More,Home,Yes,Somewhat scary,Photo album,No,Barack Obama,6-8 hours,Naturally,Seldom,Never,Being chased,Would not,No,No,No,No,No,Yes,I don't have a pet,Nothing,I'm not married
A213D2N3EVKK6C,606,"Madurai, Tamilnadu",Male,21-25,Would not,Nothing. Game over.,Exercise,Constantly,Music/Art,Bad,I do,2,No,Single,Computer,A little of both,Nothing,Very Lenient,Better Romance,Most of my time,Somewhat optimistic,2,Neither,Would,Oldest,I don't have a pet,Neither trustworthy or untrustworthy,Do,The same,Home,Yes,Somewhat safe,Photo album,Yes,Barack Obama,6-8 hours,Naturally,Often,Often,Flying,Would not,No,Yes,Yes,Yes,No,Yes,Yes,Nothing,I'm not married
A2E0XF6CUKNQOI,661,Thiruvananthapuram/India,Male,26-30,Would not,Nothing. Game over.,Genes,Sometimes,Music/Art,Bad,I do,3,Yes,Married,Computer,Very Obedient,Immunity,Very Strict,More Money,Some of my time,Somewhat pessimistic,2,Dad,Would,Middle,Owner/master,Very trustworthy,Do,Less,Home,Yes,Very safe,Money,No,Barack Obama,4-6 hours,Naturally,Seldom,Seldom,Being unprepared for something,Would,Yes,Yes,Yes,Yes,Yes,Yes,No,Looks,Under 20
A3J1YFOCUJO1ZL,257,Chennai,Male,21-25,Would not,Nothing. Game over.,Environment,Sometimes,Work,Good,I do not,3,No,Single,Computer,A little of both,Lifespan,Exactly in the middle,Better Romance,Most of my time,Very optimistic,3,Both about equally,Would,Youngest,Playmate,Neither trustworthy or untrustworthy,Do,The same,School,Yes,Somewhat scary,Jewelry,Yes,Mitt Romney,6-8 hours,By a Family member,Seldom,Seldom,Being unprepared for something,Would not,No,No,Yes,Yes,No,Yes,Yes,Intelligence,I'm not married
A19OCN9KO1NWNL,421,"Pune, India",Female,46-50,Would,I will be reincarnated,Exercise,Once in a while,Family/friends,Bad,I do,2,Yes,Married,TV,Very Independent,Intelligence,Somewhat Lenient,Better job,Some of my time,Exactly in the middle,1,Mom,Would not,I don't have siblings,Mother or father,Somewhat untrustworthy,Do,The same,Home,No,Somewhat safe,Money,Yes,Barack Obama,6-8 hours,By a Pet,Never,Seldom,Other,Would not,Yes,No,No,Yes,No,Yes,No,Intelligence,31-40
A329O63M4M1WSJ,587,Coimbatore,Male,31-35,Would,I will be reincarnated,Exercise,Sometimes,Family/friends,Bad,I do,4,No,Married,Computer,Somewhat Independent,Intelligence,Very Strict,Better health,None of my time,Somewhat optimistic,2,Both about equally,Would,Oldest,I don't have a pet,Very trustworthy,Do,More,Home,Yes,Somewhat safe,Photo album,No,Barack Obama,6-8 hours,Naturally,Often,Often,Other,Would not,No,Yes,Yes,No,No,Yes,I don't have a pet,Nothing,21-30
A3DN7Z423TEOXF,223,Namakkaland Tamil nadu,Male,21-25,Would,My spirit will return to some universal entity,Environment,Once in a while,Alcohol/Drugs,Bad,I do,2,Yes,Single,Computer,Somewhat Independent,Appearance,Somewhat Lenient,Better health,Some of my time,Exactly in the middle,3,Dad,Would,Oldest,Mother or father,Neither trustworthy or untrustworthy,Do,Less,School,No,Somewhat scary,Money,No,Mitt Romney,6-8 hours,By my Child/Children,Never,Never,Being naked in public,Would,No,No,No,No,No,No,Yes,Intelligence,21-30
A253YKRYIL5V6T,223,Jaipur,Male,21-25,Would not,I will go to heaven or hell,Proper diet,Sometimes,Alcohol/Drugs,Good,I do,2,Yes,Single,Tablet,A little of both,Lifespan,Very Strict,More Free time,All my time,Very pessimisitc,4,Dad,Would not,Middle,Owner/master,Somewhat untrustworthy,Do,The same,Work,Yes,Very scary,Electronics,No,Mitt Romney,6-8 hours,From a Rooster,Seldom,Often,Falling,Would,No,No,No,No,Yes,Yes,I don't have a pet,Looks,41-50
A1KQVLD5YN8X1C,487,Dehradun Cantonment,Male,21-25,Would not,My spirit will return to some universal entity,Proper diet,Sometimes,Music/Art,Bad,I do,3,No,Single,Computer,A little of both,Intelligence,Exactly in the middle,Better health,None of my time,Exactly in the middle,3,Mom,Would,Middle,I don't have a pet,Somewhat trustworthy,Do,More,Home,Yes,Very safe,Money,No,Barack Obama,6-8 hours,Naturally,Seldom,Seldom,Falling,Would not,No,No,Yes,No,No,Yes,I don't have a pet,Nothing,31-40
A257KMBR0V29UV,559,Bangalore,Male,21-25,Would,I will go to heaven or hell,Proper diet,Sometimes,Exercise,Bad,I do,2,No,Single,Computer,A little of both,Nothing,Somewhat Strict,Better health,Most of my time,Somewhat optimistic,2,Both about equally,Would,Youngest,Playmate,Somewhat untrustworthy,Do,Less,Home,Yes,Very safe,Money,No,Barack Obama,More than 8 hours,Naturally,Never,Seldom,Other,Would not,No,Yes,No,Yes,No,Yes,No,Nothing,I'm not married
A1W6LX8AAW4VP9,134,Kollam,Male,26-30,Would,I will go to heaven or hell,Exercise,Constantly,Exercise,Good,I do,3,Yes,Married,Computer,A little of both,Intelligence,Exactly in the middle,Better job,Most of my time,Exactly in the middle,3,Dad,Would not,Youngest,Mother or father,Somewhat untrustworthy,Do,More,Work,Yes,Neither safe nor scary,Jewelry,Yes,Mitt Romney,4-6 hours,With an Alarm clock,Often,Seldom,Falling,Would,Yes,No,Yes,No,No,No,No,Sexual ability,21-30
A19P28OVWF54XB,555,Tiruchirapalli,Female,26-30,Would,My spirit will return to some universal entity,Proper diet,Constantly,Music/Art,Bad,I do,2,No,Married,Computer,Very Independent,Intelligence,Exactly in the middle,More Free time,None of my time,Somewhat optimistic,3,Dad,Would,Oldest,I don't have a pet,Somewhat trustworthy,Do,More,Home,Yes,Somewhat safe,Jewelry,No,Barack Obama,6-8 hours,Naturally,Seldom,Often,Other,Would not,No,Yes,No,No,No,Yes,I don't have a pet,Sexual ability,21-30
A31U1WP1AJCWOP,406,"India,Kerala",Female,46-50,Would,I will go to heaven or hell,Environment,Constantly,Family/friends,Bad,I do,4,No,Married,Computer,Very Obedient,Immunity,Very Lenient,Better health,Some of my time,Very optimistic,3,Dad,Would,Youngest,Mother or father,Neither trustworthy or untrustworthy,Do,More,Work,Yes,Very safe,Jewelry,No,Barack Obama,6-8 hours,With an Alarm clock,Seldom,Seldom,Being chased,Would,Yes,Yes,Yes,Yes,No,Yes,No,Intelligence,21-30
A1LFS9MTY8GXI6,568,"Vadodara, Gujarat, India",Male,51+,Would not,I will go to heaven or hell,Exercise,Constantly,Music/Art,Bad,I do,3,No,Married,Computer,Very Obedient,Lifespan,Very Strict,Better job,Not much of my time,Exactly in the middle,2,Dad,Would,Middle,Playmate,Very trustworthy,Do,More,Home,Yes,Very safe,Money,No,Barack Obama,4-6 hours,Naturally,Never,Never,Being unprepared for something,Would not,No,Yes,Yes,Yes,Yes,Yes,Yes,Looks,51+
AZHTRHBJ39IH1,300,Coimbatore,Female,26-30,Would,Nothing. Game over.,Proper diet,Constantly,Family/friends,Bad,I do,3,No,Married,Computer,Somewhat Obedient,Appearance,Somewhat Strict,Better job,Some of my time,Somewhat optimistic,2,Both about equally,Would,Oldest,I don't have a pet,Somewhat trustworthy,Do,The same,I don't feel completely safe anywhere,Yes,Somewhat safe,Electronics,No,Barack Obama,6-8 hours,Naturally,Often,Often,Other,Would,No,No,Yes,No,Yes,Yes,I don't have a pet,Nothing,21-30
A3RULN0SURZOAY,738,Bommasandra,Female,26-30,Would not,I will be reincarnated,Proper diet,Constantly,Family/friends,Bad,I do not,2,No,Married,Newspapers/Magazines,A little of both,Immunity,Exactly in the middle,Nothing - I'm all good,Not much of my time,Exactly in the middle,2,Dad,Would,Oldest,I don't have a pet,Somewhat trustworthy,Do not,More,Home,Yes,Somewhat safe,Jewelry,No,Barack Obama,More than 8 hours,With an Alarm clock,Seldom,Seldom,Other,Would,No,Yes,Yes,No,No,Yes,I don't have a pet,Nothing,21-30
A2U7WD1X00SZ1R,507,"Ernakulam, kerala",Female,26-30,Would,I will go to heaven or hell,Religion,Sometimes,Music/Art,Bad,I do,2,No,Married,Newspapers/Magazines,A little of both,Nothing,Exactly in the middle,Nothing - I'm all good,Some of my time,Exactly in the middle,3,Dad,Would,Middle,I don't have a pet,Neither trustworthy or untrustworthy,Do,The same,Home,Yes,Neither safe nor scary,Other,Yes,Barack Obama,6-8 hours,By my Child/Children,Seldom,Seldom,Other,Would not,No,No,No,No,No,Yes,I don't have a pet,Personality,21-30
A34VM2BJPLUZGP,501,Chennai Tamilnadu India,Female,26-30,Would not,Nothing. Game over.,Exercise,Sometimes,Prayer,Bad,I do,2,Yes,Married,Computer,A little of both,Intelligence,Very Strict,More Money,Some of my time,Exactly in the middle,1,Both about equally,Would,Youngest,Playmate,Neither trustworthy or untrustworthy,Do,Less,Home,Yes,Neither safe nor scary,Money,No,Barack Obama,6-8 hours,Naturally,Never,Never,Other,Would not,No,No,No,No,No,Yes,No,Nothing,21-30
A1S4IP1W9TNUD5,476,Kochi,Female,26-30,Would,I will go to heaven or hell,Environment,Sometimes,Music/Art,Bad,I do,3,No,Married,Computer,Somewhat Independent,Intelligence,Exactly in the middle,Better job,Not much of my time,Exactly in the middle,1,Dad,Would,Youngest,Owner/master,Somewhat trustworthy,Do,More,Home,Yes,Somewhat safe,Electronics,No,Barack Obama,4-6 hours,With an Alarm clock,Seldom,Seldom,Other,Would,No,No,Yes,No,No,Yes,I don't have a pet,Personality,21-30
A13Q2CRKTKZAD5,753,Hyderabad,Male,21-25,Would,I will go to heaven or hell,Environment,Once in a while,Exercise,Bad,I do,3,No,Single,Computer,A little of both,Immunity,Exactly in the middle,Better job,Not much of my time,Exactly in the middle,3,Both about equally,Would,Middle,I don't have a pet,Somewhat trustworthy,Do,The same,Home,Yes,Very safe,Other,No,Barack Obama,More than 8 hours,Naturally,Seldom,Often,Other,Would not,No,No,Yes,No,No,Yes,I don't have a pet,Nothing,I'm not married
A2UNYDX5K8OEH9,819,"Coimbatore ,  tamilnadu",Male,36-40,Would,My spirit will return to some universal entity,Environment,Sometimes,Family/friends,Bad,I do,2,No,Married,Newspapers/Magazines,A little of both,Intelligence,Exactly in the middle,Better job,Some of my time,Exactly in the middle,2,Both about equally,Would,Youngest,Peer,Neither trustworthy or untrustworthy,Do,More,Home,Yes,Neither safe nor scary,Other,No,Barack Obama,4-6 hours,With an Alarm clock,Seldom,Seldom,Other,Would not,No,Yes,No,No,No,Yes,I don't have a pet,Nothing,31-40
